gproNOG	ENOG410RA9Q	3	3	CH	FAD binding domain
gproNOG	ENOG410RA9P	4	4	H	Inherit from proNOG: Biotin/lipoate A/B protein ligase family
gproNOG	ENOG410R9FC	2	2	C	Nadh dehydrogenase i chain j
gproNOG	ENOG410QZEB	4	4	S	NA
gproNOG	ENOG410QY79	2	2	K	HTH_XRE
gproNOG	ENOG410QZEP	4	4	S	NA
gproNOG	ENOG410R0FK	4	4	K	LysR family
gproNOG	ENOG410R0FJ	11	10	M	Glycosyl transferase
gproNOG	ENOG410R0FN	4	4	G	Bacterial extracellular solute-binding protein, family 7
gproNOG	ENOG410R0FR	4	4	K	LysR substrate binding domain
gproNOG	ENOG410R0FV	2	2	S	NA
gproNOG	ENOG410QP39	56	56	S	ABC transporter (Permease)
gproNOG	ENOG410QP38	6	6	M	D-ala D-ala ligase C-terminus
gproNOG	ENOG410QP33	37	31	S	2-nitropropane dioxygenase
gproNOG	ENOG410QP32	6	6	E	Peptidase family M20/M25/M40
gproNOG	ENOG410QP31	24	23	K	ankyrin repeat protein YahD
gproNOG	ENOG410QP30	7	7	S	Glycosyltransferase (GlcNAc)
gproNOG	ENOG410QP37	19	17	C	Fumarate reductase iron-sulfur subunit
gproNOG	ENOG410QP36	18	18	H	Precorrin-8X methylmutase
gproNOG	ENOG410QP35	17	15	M	phospholipase C
gproNOG	ENOG410QP34	76	75	NT	chemotaxis protein CheV
gproNOG	ENOG410QP3Z	27	27	P	binding-protein-dependent transport systems inner membrane component
gproNOG	ENOG410QP3X	19	19	I	Catalyzes the 1,3-allylic rearrangement of the homoallylic substrate isopentenyl (IPP) to its allylic isomer, dimethylallyl diphosphate (DMAPP) (By similarity)
gproNOG	ENOG410QP3S	34	24	S	Secretory lipase
gproNOG	ENOG410QP3R	87	82	S	Zn-dependent hydrolase
gproNOG	ENOG410QP3Q	9	9	K	Transcriptional regulator (AraC family)
gproNOG	ENOG410QP3P	13	13	T	transduction protein
gproNOG	ENOG410QP3W	10	10	S	Protein of unknown function (DUF877)
gproNOG	ENOG410QP3V	13	13	M	glycoside hydrolase, family 28
gproNOG	ENOG410QP3U	15	15	P	Malonate transporter, MadM subunit
gproNOG	ENOG410QP3T	91	88	T	phosphohistidine phosphatase
gproNOG	ENOG410QP3K	10	10	G	aldolase
gproNOG	ENOG410QP3J	12	11	P	flavoprotein involved in K transport
gproNOG	ENOG410QP3I	30	30	V	acriflavin resistance protein
gproNOG	ENOG410QP3H	32	32	S	UPF0317 protein
gproNOG	ENOG410QP3N	25	24	E	cytochrome subunit of dehydrogenase
gproNOG	ENOG410QP3M	4	4	P	phosphonate ABC transporter inner membrane protein
gproNOG	ENOG410QP3C	59	44	Q	Lytic enzyme
gproNOG	ENOG410QP3B	17	15	S	anticodon nuclease
gproNOG	ENOG410QP3A	85	77	K	AraC family transcriptional regulator
gproNOG	ENOG410QP3G	18	17	S	Conserved protein with FAD NAD(P)-binding domain
gproNOG	ENOG410QP3F	3	3	S	Peptidase family S41
gproNOG	ENOG410QP3E	21	20	G	Sugar Kinase
gproNOG	ENOG410QP3D	4	4	S	Bacterial alpha-L-rhamnosidase
gproNOG	ENOG410R73P	3	3	U	Inherit from proNOG: pilus assembly protein PilX
gproNOG	ENOG410R73S	3	3	S	Protein of unknown function (DUF2970)
